共享单车编号,纬度,经度,使用次数,最后使用时间
bike_358,31.178851473297858,121.42345765308528,13,2025-04-28 20:06:52.480658
bike_359,31.17010036838562,121.41527531610731,22,2025-04-28 02:48:36.840121
bike_360,31.16881815328991,121.42243582197459,12,2025-04-29 02:16:52.899790
bike_361,31.166094471611796,121.41494327111101,22,2025-04-28 01:05:10.915703
bike_362,31.16772931242475,121.41973502240597,41,2025-05-03 04:10:37.326302
bike_363,31.17963551012403,121.42645194142065,27,2025-04-28 20:56:11.164519
bike_364,31.17532456253959,121.41563081989784,11,2025-04-26 23:18:24.440564
bike_365,31.169383535400843,121.41104909517817,2,2025-04-29 04:15:03.566740
bike_366,31.162617999107017,121.41634931542764,17,2025-04-27 06:13:17.246586
bike_367,31.165654650773604,121.42202058464693,23,2025-04-27 13:00:37.554193
bike_368,31.173686909072693,121.41661997497663,22,2025-04-28 04:22:40.067727
bike_369,31.17842607386225,121.41675536928585,28,2025-04-28 20:59:22.746803
bike_370,31.176029661841064,121.41836069133907,7,2025-04-26 13:48:01.167769
bike_371,31.171885557923446,121.41702611729697,28,2025-05-01 23:21:17.751888
bike_372,31.175246969242583,121.42364699890273,20,2025-04-28 08:06:51.051958
bike_373,31.18385946710086,121.42283274886108,1,2025-04-29 12:18:04.124952
bike_374,31.172749563668717,121.42122229165108,23,2025-04-29 00:19:40.415346
bike_375,31.16924552569867,121.4198460335287,17,2025-05-01 17:46:58.048970
bike_376,31.172259299244573,121.41641046725913,11,2025-04-27 20:48:46.504364
bike_377,31.173660730839376,121.41045304374418,27,2025-05-02 03:38:12.066738
bike_378,31.179589936353356,121.4234387409788,13,2025-04-29 14:06:53.230486
bike_379,31.165108133846218,121.41192404263941,15,2025-04-27 07:56:51.045479
bike_380,31.16825569755097,121.42609040280173,16,2025-04-27 06:20:38.218208
bike_381,31.163863170674606,121.42474156234535,36,2025-05-03 10:41:03.020405
bike_382,31.168602888924724,121.40982730197271,32,2025-04-27 21:47:58.880277
bike_383,31.17326299922468,121.41327677287046,42,2025-05-03 00:19:45.972290
bike_384,31.170877330536975,121.4251661333084,40,2025-04-29 13:02:02.201130
bike_385,31.18051206257994,121.4222377852873,13,2025-04-27 16:36:59.542956
bike_386,31.176496667153437,121.41336458912845,19,2025-05-03 01:23:17.824226
bike_387,31.17793692694045,121.41420925565518,29,2025-04-29 20:19:25.100897
bike_388,31.175767588923843,121.4117471379749,18,2025-05-01 04:05:18.448850
bike_389,31.168141113652155,121.4167793690674,24,2025-04-28 07:38:00.374741
bike_390,31.165530106562663,121.41233464942391,38,2025-04-29 00:20:49.356057
bike_391,31.170609355739735,121.41876389840904,31,2025-04-30 18:44:27.256904
bike_392,31.170836297267766,121.42687851507523,35,2025-05-02 04:13:58.188338
bike_393,31.165303294183182,121.41158323091173,14,2025-04-29 20:11:15.389410
bike_394,31.176214611633203,121.41907142211649,18,2025-05-01 15:39:46.747469
bike_395,31.177522236409388,121.41648085750342,16,2025-04-27 20:22:50.753467
bike_396,31.174366273086417,121.41160599936701,0,2025-05-02 12:48:00.739914
bike_397,31.173385848548428,121.41556331328633,0,2025-04-28 08:40:02.850542
bike_398,31.171552892133377,121.41444452324374,24,2025-04-29 04:42:25.256827
bike_399,31.174333963985916,121.41458839443784,23,2025-05-02 23:38:23.618939
bike_400,31.172964941730633,121.41695481316316,17,2025-05-01 15:15:29.829708
bike_401,31.17413252894573,121.41635001806912,11,2025-04-28 03:38:45.358121
bike_402,31.16774326572499,121.42491902639036,17,2025-05-03 00:14:35.975136
bike_403,31.169727026512565,121.41738548585427,21,2025-04-30 14:09:38.806778
bike_404,31.166702284716163,121.42113980303102,17,2025-05-03 07:33:30.636861
bike_405,31.173592803562656,121.41789223883514,27,2025-05-03 02:26:43.861839
bike_406,31.17284116614842,121.40964285426112,14,2025-04-28 08:26:48.907611
bike_407,31.166805419087144,121.4202908611325,6,2025-04-26 15:55:40.603870
bike_408,31.184431371666918,121.40937992446604,31,2025-05-02 16:03:24.296531
bike_409,31.17022363108921,121.41474640860721,26,2025-04-29 12:56:21.884878
bike_410,31.170109536482496,121.41237647445067,20,2025-04-27 10:43:16.940693
bike_411,31.170879710472892,121.41821716111345,23,2025-05-02 21:29:41.938123
bike_412,31.18141494073659,121.41209488848563,0,2025-05-02 07:22:28.985340
bike_413,31.170115515578352,121.42750562999205,37,2025-04-29 15:35:32.232614
bike_414,31.167185552534004,121.41755955208394,12,2025-04-27 19:44:56.519529
bike_415,31.169121213483685,121.41716117449604,13,2025-05-01 15:46:35.546291
bike_416,31.17536980272082,121.41504186593465,10,2025-04-28 04:05:26.116591
bike_417,31.165126776510824,121.41793055230234,16,2025-04-30 07:24:59.871870
bike_418,31.174914494178275,121.42187113243129,19,2025-04-29 16:43:22.579829
bike_419,31.167490182966628,121.41742859666375,30,2025-04-30 19:18:51.406690
bike_420,31.174884537139707,121.41802193559825,5,2025-05-01 10:59:08.390181
bike_421,31.174170270748757,121.42429769331792,31,2025-04-30 16:42:06.485365
bike_422,31.175041134788685,121.4177948610982,28,2025-05-02 08:41:18.350380
bike_423,31.177270283991763,121.4207373878947,28,2025-04-27 02:59:33.986749
bike_424,31.17021863823839,121.41578170688503,15,2025-05-02 04:16:30.244460
bike_425,31.173847327855512,121.42126010726135,18,2025-04-29 03:51:17.181669
bike_426,31.166541469368354,121.41757668082893,34,2025-04-26 16:44:51.250322
bike_427,31.173682696897824,121.41723044943141,31,2025-05-02 07:20:39.906556
bike_428,31.17951912682971,121.41651986222054,29,2025-05-02 07:58:10.663414
bike_429,31.172521039131325,121.41612100998549,37,2025-04-27 05:39:41.356766
bike_430,31.173477193064073,121.41842750505344,16,2025-05-02 03:44:22.683441
bike_431,31.173712289367856,121.41897654814333,38,2025-05-01 06:24:50.478777
bike_432,31.174111342552397,121.42404115888226,18,2025-04-30 06:04:05.835981
bike_433,31.171901571075843,121.40625533405296,15,2025-05-02 06:01:58.415703
bike_434,31.177320859368187,121.42165868367809,25,2025-05-02 18:19:03.880220
bike_435,31.16953099279163,121.41540204025004,13,2025-04-28 05:25:19.258636
bike_436,31.162209047334926,121.42354137614969,35,2025-05-01 00:01:33.059521
bike_437,31.171842300666636,121.4235812452864,20,2025-05-02 14:00:44.511533
bike_438,31.17303513963442,121.41156038458976,31,2025-04-28 15:55:18.738675
bike_439,31.17034708295104,121.42007690693377,14,2025-04-28 23:13:14.448027
bike_440,31.1762450728777,121.4180874814433,39,2025-05-01 07:55:57.529965
bike_441,31.177500829727105,121.41087183931145,27,2025-04-28 19:30:26.558606
bike_442,31.17569472058182,121.4195046768302,17,2025-04-28 18:32:30.525987
bike_443,31.1675258547448,121.41820626412742,2,2025-04-27 09:58:41.357189
bike_444,31.160972460635957,121.4065922358155,28,2025-04-26 15:07:20.589545
bike_445,31.17141974607335,121.41274275658834,17,2025-04-27 11:01:24.382100
bike_446,31.174465839014946,121.42002111253645,17,2025-04-28 04:33:33.268933
bike_447,31.17680073044138,121.41482180638229,26,2025-05-02 16:18:40.808107
bike_448,31.170425033087362,121.41929202011256,38,2025-05-02 19:00:25.380654
bike_449,31.162931416413517,121.41597424632802,3,2025-05-01 08:50:18.349589
bike_450,31.176253586845192,121.42220712150542,37,2025-04-27 05:19:04.877353
bike_451,31.17602894005143,121.41420892698596,20,2025-04-26 11:59:28.818435
bike_452,31.170021899639668,121.41780584436113,31,2025-05-03 00:31:59.406291
bike_453,31.174095068554415,121.42327312738533,22,2025-04-27 15:54:16.772001
bike_454,31.175567069348432,121.41840349162855,30,2025-04-29 20:17:37.874687
bike_455,31.163307254657262,121.41401591421138,34,2025-04-29 06:06:06.137150
bike_456,31.170597351299357,121.41676834097242,29,2025-04-29 05:14:01.651019
bike_457,31.178466419436216,121.42620349007193,9,2025-04-29 21:08:51.815568
bike_458,31.17627176789153,121.4162252711049,11,2025-04-30 01:17:48.385126
bike_459,31.17447858797218,121.4181722793836,34,2025-04-29 22:10:19.715445
bike_460,31.175413134946872,121.4143423367369,21,2025-05-01 16:29:13.400135
bike_461,31.170159473118463,121.40641682896364,17,2025-05-02 02:16:49.531564
bike_462,31.162018143041443,121.4099319816754,27,2025-05-02 00:27:00.316788
bike_463,31.17133274148456,121.41748992482026,30,2025-04-29 11:07:14.408718
bike_464,31.169469766206085,121.40807972119734,21,2025-04-26 22:41:24.778715
bike_465,31.16846165841398,121.41648392581845,11,2025-05-01 01:13:38.471462
bike_466,31.17370072380704,121.42283561923855,20,2025-04-30 00:18:32.456438
bike_467,31.17036185741261,121.4141910996835,6,2025-04-30 14:10:23.881907
bike_468,31.1630674564655,121.41879121680061,25,2025-04-29 05:05:48.354746
bike_469,31.176963655098174,121.41474372193836,21,2025-04-28 15:52:39.848548
bike_470,31.16928355234784,121.41611293030603,11,2025-04-30 06:34:37.587612
bike_471,31.167916677194988,121.41592117780212,35,2025-05-02 23:17:43.992718
bike_472,31.169902729424265,121.41633130363653,13,2025-04-26 21:00:53.717841
bike_473,31.178489442392976,121.42324106547288,31,2025-05-03 09:31:22.088128
bike_474,31.163687499026537,121.42099665566184,22,2025-04-29 04:18:44.994573
bike_475,31.17426510948657,121.42063856517467,20,2025-05-02 11:20:44.895758
bike_476,31.16863349563999,121.41728943359234,17,2025-05-01 09:39:28.808239
bike_477,31.185747966041816,121.4150273276651,0,2025-04-28 08:43:25.302958
bike_478,31.176020663477267,121.42230286954819,24,2025-04-28 14:53:09.766658
bike_479,31.181558502347833,121.41372821608525,10,2025-04-27 22:40:31.203508
bike_480,31.16688448397586,121.42441791004589,17,2025-04-27 17:03:28.376633
bike_481,31.1632608770303,121.41398964940937,1,2025-04-29 06:14:39.772147
bike_482,31.178213645620232,121.42261831456727,31,2025-04-30 20:17:59.842158
bike_483,31.171091142123498,121.4113832871418,10,2025-05-03 06:56:58.623037
bike_484,31.170206633495663,121.42400712727616,33,2025-05-01 02:00:12.028280
bike_485,31.17160438707644,121.4138868142642,31,2025-04-29 05:27:14.138159
bike_486,31.16644038573229,121.41128383918615,14,2025-04-26 13:14:05.275897
bike_487,31.181814355921375,121.4151451034523,19,2025-05-03 06:35:55.220051
bike_488,31.166624093101017,121.42018700478557,20,2025-04-30 18:40:41.208214
bike_489,31.16686668928347,121.4156465268494,1,2025-04-27 04:00:39.119140
bike_490,31.170582480253056,121.42094035556812,16,2025-04-29 05:55:49.576533
bike_491,31.164659084077257,121.4100241983958,25,2025-05-02 09:19:42.507111
bike_492,31.162162610288597,121.42611815854299,42,2025-04-28 03:13:31.212962
bike_493,31.171261636575057,121.42359418793126,9,2025-05-02 02:31:40.932786
bike_494,31.167990368503183,121.41661486445264,15,2025-05-01 13:49:23.625024
bike_495,31.17266299472046,121.41992534290553,29,2025-05-02 11:50:23.264251
bike_496,31.16323379643912,121.42782599689431,10,2025-04-30 01:05:24.020557
bike_497,31.173816725483622,121.42195290840131,39,2025-05-02 01:24:15.866414
bike_498,31.177994207889498,121.41512903126166,18,2025-04-30 03:19:59.185753
bike_499,31.164734810240528,121.418660208532,22,2025-04-27 09:04:12.081470
bike_500,31.18120300017494,121.41899583624308,16,2025-05-02 14:15:17.800938
bike_501,31.169029989600173,121.42182143069903,18,2025-04-26 14:25:08.262912
bike_502,31.16649445862936,121.42308583479942,19,2025-04-29 08:19:04.604640
bike_503,31.16511713481342,121.41324187059548,26,2025-04-30 18:17:09.730698
bike_504,31.168731071783817,121.40677721247566,51,2025-04-29 10:14:31.072345
bike_505,31.178327197973566,121.41577109441765,24,2025-04-26 18:36:32.116769
bike_506,31.17981701490535,121.41646889144403,18,2025-04-27 11:45:33.231610
bike_507,31.178186446769665,121.41643330864713,18,2025-04-29 21:28:19.859875
bike_508,31.17737524947454,121.42073508742821,21,2025-05-03 08:00:48.015314
bike_509,31.182142734876333,121.41624851149346,29,2025-05-02 12:38:23.062959
bike_510,31.17786319548486,121.41259729987286,6,2025-04-27 20:04:45.806020
bike_511,31.167885667110248,121.41403578603656,14,2025-05-03 08:49:11.549292
bike_512,31.17664050219675,121.4210810624798,25,2025-04-28 06:49:29.464620
bike_513,31.174464315729114,121.41448638273432,26,2025-04-28 02:31:02.513070
bike_514,31.17826968580665,121.41921282458327,30,2025-05-02 20:20:21.298216
bike_515,31.16825621002638,121.41733544425516,3,2025-05-03 00:08:06.675489
bike_516,31.164194624658663,121.41349348394056,16,2025-04-27 19:26:28.774211
bike_517,31.172508370609673,121.42049862075734,15,2025-04-29 23:07:11.871896
bike_518,31.1712601976154,121.42075181188773,29,2025-05-03 02:47:12.737492
bike_519,31.171550594808576,121.4139077220808,10,2025-05-01 12:00:57.908285
bike_520,31.168540259972872,121.42160295775523,18,2025-05-01 05:12:48.829110
bike_521,31.16465345146147,121.41679300014785,20,2025-04-29 05:50:16.804738
bike_522,31.172473110289115,121.42425887652476,6,2025-05-02 14:34:27.002889
bike_523,31.17239723808686,121.42247413116462,41,2025-04-29 02:15:40.149010
bike_524,31.16590559425091,121.41850388062193,15,2025-05-01 18:34:49.148970
bike_525,31.176574279784408,121.42025282892554,22,2025-04-29 19:50:10.678355
bike_526,31.179205960563472,121.41941766338145,14,2025-05-01 13:37:41.035931
bike_527,31.16319071085109,121.4173151642176,23,2025-05-03 02:05:49.414564
bike_528,31.167619955998756,121.41334348388365,31,2025-05-03 11:12:07.966896
bike_529,31.169226466512516,121.41753247845242,29,2025-05-03 00:41:34.746068
bike_530,31.16719307053069,121.4215810748689,11,2025-05-01 06:05:29.242669
bike_531,31.170992539674025,121.41356788834634,27,2025-05-01 06:34:56.608670
bike_532,31.16991643168746,121.41876839019056,21,2025-04-30 10:20:36.653865
bike_533,31.171226112317754,121.42123585015595,19,2025-04-30 18:05:59.431685
bike_534,31.182265875705625,121.42456932422606,29,2025-05-03 10:29:30.523740
bike_535,31.174968635079864,121.41337356361505,21,2025-04-28 03:22:13.773681
bike_536,31.172699269820175,121.41789887150037,21,2025-05-01 09:09:07.454437
bike_537,31.17337393139147,121.4160321683672,15,2025-04-30 22:44:10.908445
bike_538,31.173056301522454,121.41745822333985,26,2025-04-30 10:31:34.848757
bike_539,31.165150006365575,121.41640832071731,5,2025-05-03 02:25:45.114013
bike_540,31.165274928498228,121.41518934150045,34,2025-04-27 17:05:55.034675
bike_541,31.170374105874515,121.4198682037897,16,2025-04-27 07:21:30.635127
bike_542,31.18287644713426,121.42080798663177,9,2025-04-29 05:07:20.946684
bike_543,31.168647385995335,121.41536576602637,32,2025-05-01 06:11:58.012714
bike_544,31.176407728193887,121.41150852408123,36,2025-04-28 11:24:21.907213
bike_545,31.173318881564335,121.4167144691576,11,2025-05-03 01:27:55.417604
bike_546,31.16529473785652,121.41766017942254,9,2025-05-01 14:16:09.379337
bike_547,31.164730821222456,121.41178650557012,17,2025-04-30 15:18:14.991082
bike_548,31.159163374172323,121.42951866065363,27,2025-05-03 09:33:27.503204
bike_549,31.17504772527453,121.41724717953362,40,2025-05-01 06:49:54.168954
bike_550,31.173439001081466,121.42103249012277,27,2025-04-29 19:38:49.580601
bike_551,31.171168941050176,121.41841675736654,29,2025-04-29 20:12:26.903061
bike_552,31.168646269072664,121.41126004816729,5,2025-05-03 10:59:50.757389
bike_553,31.177300762520414,121.4106983547211,26,2025-04-30 06:16:53.595177
bike_554,31.17574224861032,121.40945106365318,11,2025-05-03 00:11:17.179526
bike_555,31.168641745349785,121.41347056952765,36,2025-04-30 03:37:29.246007
bike_556,31.17181962101433,121.41756001598704,22,2025-04-26 17:28:47.131989
bike_557,31.171328778719484,121.41420550020221,13,2025-05-02 11:34:11.806732
bike_558,31.169368374741197,121.42386380252059,25,2025-04-29 10:04:14.558253
bike_559,31.17398595346269,121.41560765590097,7,2025-04-28 17:58:15.427482
bike_560,31.18024795071318,121.41340129598952,7,2025-04-27 01:05:13.992296
bike_561,31.17104252265472,121.40827702717536,23,2025-05-03 00:46:28.919038
bike_562,31.175457048335602,121.41327986903741,40,2025-05-02 12:40:00.000396
bike_563,31.17254672624867,121.4203784466853,20,2025-04-28 17:02:55.052984
bike_564,31.164225819903816,121.41650538837055,16,2025-04-27 19:39:16.701335
bike_565,31.183295666046373,121.40798321820138,14,2025-05-02 07:22:43.963387
bike_566,31.17194224865616,121.4103357977833,17,2025-05-03 02:49:42.113689
bike_567,31.174596725412382,121.41931105380213,20,2025-05-01 15:37:18.559757
bike_568,31.174016635989915,121.42757713166199,6,2025-05-02 22:56:49.701508
bike_569,31.173171138747854,121.4176624788085,25,2025-04-27 02:41:52.239744
bike_570,31.169451686446372,121.41958501957653,20,2025-04-28 03:59:48.216947
bike_571,31.17193296758111,121.41123896390353,10,2025-04-28 23:36:05.367212
bike_572,31.17651167829502,121.41267340166146,24,2025-04-29 12:17:25.833251
bike_573,31.172325658889758,121.42526685920531,26,2025-05-01 20:48:25.713918
bike_574,31.171320029060205,121.41120354487572,26,2025-05-01 05:11:03.420476
bike_575,31.174705275765366,121.42102610104416,18,2025-05-03 06:19:27.557169
bike_576,31.167992768289924,121.4279541924914,17,2025-05-02 15:18:59.043470
bike_577,31.16856745556103,121.40962383488073,6,2025-04-28 04:30:29.974342
bike_578,31.164341114339543,121.40812288378876,30,2025-04-27 22:54:59.743095
bike_579,31.174389804059814,121.40955750600853,33,2025-05-01 18:50:16.167704
bike_580,31.166133260482532,121.41752694888474,10,2025-05-01 22:07:17.667086
bike_581,31.173426936014632,121.41650851519066,4,2025-04-29 09:46:11.703014
bike_582,31.182274347847883,121.4255416464204,21,2025-05-01 11:45:55.809522
bike_583,31.176253786110593,121.41600270803008,34,2025-04-30 03:12:01.578721
bike_584,31.170330366635554,121.41019970509531,19,2025-04-29 07:54:53.822811
bike_585,31.169603810695147,121.41232448535183,16,2025-05-02 23:16:12.899349
bike_586,31.17457681782471,121.40443451426242,21,2025-04-27 18:59:50.064428
bike_587,31.169964580463542,121.42224422181387,30,2025-04-28 21:14:36.695803
bike_588,31.176060371014138,121.40856264562552,23,2025-04-30 11:47:11.424667
bike_589,31.175808600675524,121.40466374162928,12,2025-05-01 08:09:44.999808
bike_590,31.16724143911703,121.42085244996035,8,2025-04-28 06:35:10.532675
bike_591,31.17109876326366,121.42312370090485,9,2025-04-28 11:30:16.048962
bike_592,31.166365999744887,121.41513356223402,24,2025-04-30 20:54:24.309486
bike_593,31.179656076048815,121.40885507079082,14,2025-04-29 15:44:57.670354
bike_594,31.173500299311215,121.41330336151277,25,2025-04-28 00:04:43.368521
bike_595,31.175199817799996,121.41798213014995,4,2025-04-28 11:12:05.696790
bike_596,31.17632209094109,121.4155357271858,22,2025-04-29 20:53:50.251268
bike_597,31.1608114980172,121.41824085157256,30,2025-04-30 05:39:23.507442
bike_598,31.177335079019038,121.41860593734152,24,2025-04-28 08:45:21.685131
bike_599,31.170244248870016,121.42083857362864,14,2025-05-01 01:12:26.618502
bike_600,31.17505753783171,121.41965308969866,27,2025-04-28 09:04:45.501795
bike_601,31.175525474376503,121.41789542765082,0,2025-05-02 07:50:05.659444
bike_602,31.171983036982592,121.42093327233339,28,2025-04-30 18:39:11.503921
bike_603,31.172055971716667,121.41972955939377,27,2025-04-27 17:56:50.330929
bike_604,31.1673502312911,121.41995891215247,20,2025-05-03 02:32:40.188361
bike_605,31.181453532590123,121.41765526553164,17,2025-04-27 20:49:27.325449
bike_606,31.17370253701431,121.4066888689462,30,2025-05-02 13:05:48.181935
bike_607,31.166771710039242,121.41239510911657,23,2025-04-27 21:22:56.522199
bike_608,31.17640670588181,121.42087343016156,6,2025-04-29 11:10:17.460615
bike_609,31.165263088768988,121.46823056444168,9,2025-04-30 23:55:40.128332
bike_610,31.159405388535184,121.46381759114782,31,2025-04-28 08:07:53.045423
bike_611,31.161488323535487,121.47067160980384,12,2025-04-30 10:31:12.022438
bike_612,31.16957425329958,121.46584676487916,32,2025-05-03 01:43:06.426382
bike_613,31.167619638342245,121.47066196568412,33,2025-04-29 01:00:05.184700
bike_614,31.170647474107593,121.46963054384996,6,2025-04-28 05:04:01.041170
bike_615,31.163443030165816,121.46878920208964,14,2025-04-26 14:31:22.416698
bike_616,31.156572096765228,121.47159337205596,12,2025-05-02 05:05:29.671539
bike_617,31.172482344398045,121.4683625830163,13,2025-05-01 01:00:31.614442
bike_618,31.173421959876887,121.46394674080345,13,2025-05-02 00:43:44.069890
bike_619,31.156177089101305,121.47078917854752,29,2025-04-26 16:30:38.053008
bike_620,31.158484580656207,121.46782069931221,21,2025-05-02 22:31:36.461561
bike_621,31.164497433148412,121.4723578500276,21,2025-04-29 02:27:06.650110
bike_622,31.16085071474019,121.46493148089426,28,2025-05-03 08:41:10.489407
bike_623,31.17086391151099,121.47649776578162,4,2025-05-01 13:40:50.416943
bike_624,31.16954466641384,121.47651769441312,22,2025-04-26 20:10:24.871967
bike_625,31.16383980274903,121.47281335432552,36,2025-04-28 16:57:57.762902
bike_626,31.168537973814253,121.47028243335856,19,2025-04-29 09:17:35.752065
bike_627,31.16327876354184,121.46331161088878,18,2025-04-27 14:08:17.419509
bike_628,31.16740178081131,121.47425241670837,9,2025-04-26 15:05:15.625175
bike_629,31.160592399170213,121.47072474750752,23,2025-04-30 10:18:33.546926
bike_630,31.1658626589101,121.4692455658927,3,2025-04-28 09:41:08.190984
bike_631,31.164993392245343,121.47099560832615,35,2025-05-01 18:33:54.477248
bike_632,31.171366195135757,121.46891451322614,22,2025-05-02 01:44:50.731725
bike_633,31.166710269770743,121.47426909579427,13,2025-05-01 17:38:05.282155
bike_634,31.160561768995542,121.47109349562865,12,2025-04-28 08:07:32.225669
bike_635,31.172989238619337,121.47641485585638,24,2025-04-27 16:57:48.825931
bike_636,31.16717701170658,121.47180916341848,27,2025-05-02 01:34:38.866814
bike_637,31.171999456589692,121.47483608459483,21,2025-05-02 23:43:25.597767
bike_638,31.17347404050387,121.47484603204296,17,2025-04-29 09:02:14.730599
bike_639,31.15632538404574,121.47285373029635,28,2025-04-28 19:15:32.580076
bike_640,31.1635661463983,121.47027505520967,34,2025-04-29 01:20:35.912893
bike_641,31.16906790377726,121.46634276753991,3,2025-04-28 22:08:19.289316
bike_642,31.154736700310693,121.46868160139935,28,2025-04-30 08:38:46.945135
bike_643,31.161462421394088,121.47144985211727,27,2025-05-02 17:31:07.612908
bike_644,31.164831675773545,121.4689637729669,34,2025-04-28 21:09:20.368676
bike_645,31.161418163438356,121.46896759670894,25,2025-04-27 07:06:02.949177
bike_646,31.15972005557585,121.474282452065,29,2025-05-02 16:40:20.240229
bike_647,31.159875285031095,121.46584401636659,20,2025-04-29 17:15:06.484978
bike_648,31.156615576597392,121.46467401524787,6,2025-04-27 16:01:39.006603
bike_649,31.161574001264295,121.47645706320877,8,2025-04-29 22:16:41.896227
bike_650,31.158097491401175,121.47028038892603,11,2025-04-29 14:15:30.536656
bike_651,31.157910984569188,121.47150104737813,24,2025-04-27 14:27:22.447107
bike_652,31.16914933996323,121.47352985953115,26,2025-04-30 09:26:14.860581
bike_653,31.15939923724743,121.47322448784168,10,2025-04-28 14:38:28.719876
bike_654,31.167588247253807,121.46934255301088,17,2025-05-02 07:27:25.372579
bike_655,31.165474879258905,121.4801525829452,17,2025-04-30 23:42:26.133516
bike_656,31.16703918510602,121.47034430182677,16,2025-04-29 19:59:42.411809
bike_657,31.157826234853857,121.47442868357808,18,2025-05-01 19:52:43.233481
bike_658,31.161949721859543,121.47653630355605,40,2025-04-30 13:22:28.649606
bike_659,31.171622858339493,121.45977611326117,30,2025-05-02 06:22:48.956837
bike_660,31.170190448781437,121.45825064838381,20,2025-04-27 08:58:34.723017
bike_661,31.16765874874388,121.4825253934387,22,2025-05-02 15:32:04.510062
bike_662,31.16032993106619,121.46695265546708,15,2025-04-28 14:57:23.290497
bike_663,31.162550097413035,121.46500723520685,18,2025-04-29 21:54:48.929535
bike_664,31.165798128491293,121.46993100383887,19,2025-04-27 22:02:29.325128
bike_665,31.1646858533693,121.46760442733512,40,2025-04-28 15:32:05.022812
bike_666,31.169706737162805,121.47283256910136,37,2025-04-27 14:45:25.445317
bike_667,31.16672156470952,121.47312112041351,0,2025-04-27 22:14:35.031290
bike_668,31.16398000654053,121.4648331511059,17,2025-04-27 11:35:21.145186
bike_669,31.16446373081983,121.47654631498703,18,2025-04-27 20:13:49.855774
bike_670,31.161423376859325,121.47121527017234,20,2025-05-02 23:58:23.791664
bike_671,31.16353584356018,121.47613286779801,24,2025-05-03 00:02:31.084774
bike_672,31.165135694391527,121.46839588560508,22,2025-04-30 20:08:45.824280
bike_673,31.163440458103285,121.47816027839703,9,2025-05-01 00:20:14.613081
bike_674,31.161470766192668,121.46830766013034,18,2025-04-30 21:08:10.956404
bike_675,31.173722799178744,121.470015154348,32,2025-05-03 09:49:11.077418
bike_676,31.169754386899484,121.47468699703559,8,2025-04-30 01:54:52.662342
bike_677,31.166257024457106,121.47899443340891,33,2025-04-28 04:55:52.851216
bike_678,31.166987594450305,121.47184852021854,34,2025-05-02 11:39:01.163614
bike_679,31.170285590694505,121.4790603186657,12,2025-05-02 02:28:08.431317
bike_680,31.167558511033846,121.4729122648046,24,2025-04-27 02:38:32.842251
bike_681,31.167621392369146,121.47863797088365,27,2025-04-29 09:59:07.107088
bike_682,31.166467310819147,121.46626676756127,23,2025-04-30 03:36:21.878291
bike_683,31.15997520112018,121.47609554932048,13,2025-05-01 18:39:09.852407
bike_684,31.15987407713922,121.46957684658595,5,2025-04-27 02:42:28.699020
bike_685,31.158052481523285,121.4715846115677,22,2025-04-30 18:54:52.739486
bike_686,31.16251767021758,121.47398334752154,30,2025-04-27 21:27:22.602930
bike_687,31.169547382065005,121.46593663287487,20,2025-04-29 00:18:50.266746
bike_688,31.164650214501908,121.46555141405078,11,2025-05-02 03:08:57.033566
bike_689,31.159847775346794,121.47493531870926,4,2025-04-28 20:00:50.614406
bike_690,31.168003728527104,121.4741908867673,26,2025-04-28 03:24:06.547270
bike_691,31.160167232891155,121.47860306197722,15,2025-05-01 15:36:57.595695
bike_692,31.164582416436833,121.4731776373154,4,2025-05-03 04:40:34.739081
bike_693,31.158737635439053,121.4772527131214,26,2025-04-26 11:52:13.271285
bike_694,31.163453055715273,121.47310467722431,23,2025-05-01 17:23:28.948618
bike_695,31.1613778876216,121.47205621365772,31,2025-04-27 19:42:18.408146
bike_696,31.160858068929098,121.46634597143601,17,2025-05-03 07:27:26.254452
bike_697,31.170988339809256,121.46844154390007,1,2025-04-28 21:17:43.387295
bike_698,31.16811702248294,121.47453973703043,33,2025-04-28 03:09:28.804919
bike_699,31.17027141103422,121.48152963261354,29,2025-04-29 08:37:10.233050
bike_700,31.16656722148791,121.47215382624438,20,2025-04-28 04:05:39.027174
bike_701,31.17375821344108,121.46896866950291,6,2025-04-29 06:57:13.417075
bike_702,31.16214839360761,121.47326763354386,0,2025-05-01 23:40:12.040762
bike_703,31.17050664274902,121.4741759653017,26,2025-05-03 02:15:44.563638
bike_704,31.172901218474546,121.48120017424765,14,2025-04-28 17:23:58.312140
bike_705,31.16770581289856,121.47062753207598,20,2025-04-28 15:09:22.803199
bike_706,31.15853048976413,121.47648670225594,33,2025-05-01 12:58:35.120721
bike_707,31.166934862799827,121.46631951652695,7,2025-04-28 12:45:41.276976
bike_708,31.16678182087179,121.4813646926374,14,2025-04-27 14:32:49.822372
bike_709,31.167529749544794,121.47808372298074,28,2025-04-27 20:21:09.378835
bike_710,31.167413186717262,121.47164696042212,25,2025-04-30 01:09:27.273584
bike_711,31.15939844073824,121.4698666733934,3,2025-04-27 00:26:42.648831
bike_712,31.16760834531863,121.48020676557047,35,2025-04-30 23:35:50.997319
bike_713,31.160877177517435,121.47068436108208,29,2025-04-27 06:53:42.551186
bike_714,31.16622068794544,121.46577631040421,26,2025-04-27 10:14:28.948611
bike_715,31.164082008883607,121.47248878047216,11,2025-04-27 20:22:52.571306
